"Combined_Key","KeyOk","Address","Alt_Name","Beds","City","Country","County","COUNTYFIPS","Helipad","Id","Latitude","Longitude","NAICS_CODE","NAICS_DESC","Name","Objectid","Owner","Population","Source","Sourcedate","ST_FIPS","State","State Name","State_Id","Status","Telephone","Trauma","Ttl_Staff","Type","Val_Date","Val_Method","Website","Zip","Zip4"
"Franklin, Ohio, US",,"300 West Tenth Avenue",,"306","Columbus","USA","Franklin","39049","Y","0127543210","39.995582196","-83.01673059","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Ohio","2972","Government - State","306","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1818","OPEN","(614) 293-3121",,,"GENERAL ACUTE CARE","2015-03-11T00:00:00.000Z","IMAGERY/OTHER","https://cancer.osu.edu","43210",
"Hamilton, Ohio, US",,"2446 Kipling Avenue",,"170","Cincinnati","USA","Hamilton","39061","N","0007145239","39.2047407690001","-84.570670799","622110","General Medical And Surgical Hospitals","Ohio","6937","Non-Profit","170","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2012-07-23T00:00:00.000Z","39","OH","Ohio","360234","CLOSED","(513) 853-5000",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.e-mercy.com","45239",
"Cuyahoga, Ohio, US",,"2351 East 22Nd Street",,"448","Cleveland","USA","Cuyahoga","39035","Y","0006844115","41.4958505380001","-81.6731148549999","622110","General Medical And Surgical Hospitals","Ohio","6974","Non-Profit","448","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1155","OPEN","(216) 861-6200",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","https://www.stvincentcharity.com/","44115",
"Summit, Ohio, US",,"214 W Bowery St",,"297","Akron","USA","Summit","39153","Y","0126144308","41.079322093","-81.525285347","622310","Children's Hospitals, Specialty (Except Psychiatric, Substance Abuse)","Ohio","3997","Non-Profit","297","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1277","OPEN","(330) 543-2890","LEVEL II PEDIATRIC",,"CHILDREN","2015-03-11T00:00:00.000Z","IMAGERY/OTHER","https://www.akronchildrens.org/cms/home/index.html","44308",
"Gallia, Ohio, US",,"100 Jackson Pike",,"287","Gallipolis","USA","Gallia","39053","Y","0000245631","38.846473143","-82.2375402869999","622110","General Medical And Surgical Hospitals","Ohio","5195","Non-Profit","287","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1021","OPEN","(740) 446-5000",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.holzer.org","45631",
"Huron, Ohio, US",,"272 Benedict Avenue",,"114","Norwalk","USA","Huron","39077","Y","0007844857","41.2257042730001","-82.604210251","622110","General Medical And Surgical Hospitals","Ohio","6494","Non-Profit","114","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1204","OPEN","(419) 668-8101","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.fisher-titus.com","44857",
"Hamilton, Ohio, US",,"7500 State Road",,"226","Cincinnati","USA","Hamilton","39061","Y","0014945255","39.085685509","-84.348902933","622110","General Medical And Surgical Hospitals","Ohio","2469","Non-Profit","226","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1193","OPEN","(513) 624-4500",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.e-mercy.com","45255",
"Shelby, Ohio, US",,"915 West Michigan Street",,"90","Sidney","USA","Shelby","39149","Y","0016745365","40.2868543820001","-84.1701744009999","622110","General Medical And Surgical Hospitals","Ohio","6053","Non-Profit","90","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1268","OPEN","(937) 498-2311",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.wilsonhospital.com","45365",
"Licking, Ohio, US",,"2000 Tamarack Road, 2Nd Floor",,"35","Newark","USA","Licking","39089","N","0028943055","40.0425593630001","-82.464661787","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Ohio","4292","Proprietary","35","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1450","OPEN","(717) 975-4502",,,"LONG TERM CARE","2016-09-21T00:00:00.000Z","IMAGERY/OTHER","http://southeastohio.selectspecialtyhospitals.com/","43055",
"Trumbull, Ohio, US",,"667 Eastland Ave Se, 5Th Floor",,"25","Warren","USA","Trumbull","39155","Y","0029444484","41.2304477500001","-80.777083897","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Ohio","4294","Proprietary","25","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1475","OPEN","(330) 841-4750",,,"LONG TERM CARE","2016-09-21T00:00:00.000Z","IMAGERY/OTHER","http://warren.selectspecialtyhospitals.com/","44484",
"Stark, Ohio, US",,"875 Eighth Street Ne",,"156","Massillon","USA","Stark","39151","Y","0016344646","40.8063802450001","-81.517451361","622110","General Medical And Surgical Hospitals","Ohio","3758","Proprietary","156","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1272","OPEN","(330) 837-6863",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.affinitymedicalcenter.com","44646",
"Stark, Ohio, US",,"3000 Erie Sw",,,"Massillon","USA","Stark","39151","N","0130144648","40.7682356940001","-81.5078299579999","622210","Psychiatric And Substance Abuse Hospitals","Ohio","3764","Government - State",,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio",,"OPEN","(330) 833-3135",,,"PSYCHIATRIC","2015-03-12T00:00:00.000Z","IMAGERY/OTHER","http://mha.ohio.gov/Default.aspx?tabid=189","44648",
"Summit, Ohio, US",,"525 East Market Street","AKRON CITY HOSPITAL","657","Akron","USA","Summit","39153","Y","0012444309","41.0811261860001","-81.499818706","622110","General Medical And Surgical Hospitals","Ohio","3765","Non-Profit","657","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1275","OPEN","(234) 312-5026","LEVEL I",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.summahealth.org","44309",
"Greene, Ohio, US",,"3535 Pentagon Park Blvd",,"127","Beavercreek","USA","Greene","39057","Y","0017645431","39.77104394","-84.0630529859999","622110","General Medical And Surgical Hospitals","Ohio","6484","Non-Profit","127","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1504","OPEN","(937) 702-4000","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://ketteringhealth.org/soin/","45431",
"Greene, Ohio, US",,"1141 North Monroe Drive",,"49","Xenia","USA","Greene","39057","Y","0001945385","39.7001251720001","-83.927740612","622110","General Medical And Surgical Hospitals","Ohio","6485","Non-Profit","49","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1180","OPEN","(937) 352-2000","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.greenehealth.org","45385",
"Hamilton, Ohio, US",,"3333 Burnet Avenue",,"501","Cincinnati","USA","Hamilton","39061","Y","0122145229","39.140906365","-84.5023581849999","622310","Children's Hospitals, Specialty (Except Psychiatric, Substance Abuse)","Ohio","6489","Non-Profit","501","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1186","OPEN","(513) 636-4200","LEVEL II PEDIATRIC",,"CHILDREN","2015-03-10T00:00:00.000Z","IMAGERY/OTHER","https://www.cincinnatichildrens.org","45229",
"Hamilton, Ohio, US",,"234 Goodman Street",,"699","Cincinnati","USA","Hamilton","39061","Y","0129545219","39.138357662","-84.503716116","622110","General Medical And Surgical Hospitals","Ohio","6490","Non-Profit","699","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1189","OPEN","(513) 584-1000","LEVEL I",,"GENERAL ACUTE CARE","2015-03-12T00:00:00.000Z","IMAGERY/OTHER","http://uchealth.com/university-of-cincinnati-medical-center/","45219",
"Stark, Ohio, US",,"200 East State Street",,"255","Alliance","USA","Stark","39151","N","0005344601","40.902582625","-81.102712915","622110","General Medical And Surgical Hospitals","Ohio","6070","Non-Profit","255","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1269","OPEN","(330) 596-6000",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.achosp.org","44601",
"Mahoning, Ohio, US",,"8401 Market Street",,"246","Boardman","USA","Mahoning","39099","Y","0016144512","40.994884976","-80.6600284099999","622110","General Medical And Surgical Hospitals","Ohio","7020","Non-Profit","246","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1471","OPEN","(330) 729-2929",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.mercy.com/Youngstown/ho_sebhc.aspx","44512",
"Jefferson, Ohio, US",,"4000 Johnson Rd",,"256","Steubenville","USA","Jefferson","39081","Y","0000000099","40.367774109","-80.659033898","622110","General Medical And Surgical Hospitals","Ohio","6347","Non-Profit","256","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1004","OPEN","(740) 264-8360",,,"GENERAL ACUTE CARE","2015-05-22T00:00:00.000Z","IMAGERY/OTHER","http://www.trinityhealth.com/","43952",
"Delaware, Ohio, US",,"300 Polaris Pkwy",,,"Westerville","USA","Delaware","39041","N","0000000092","40.147119909","-82.937713506","622110","General Medical And Surgical Hospitals","Ohio","4472",,,"http://publicapps.odh.ohio.gov","2015-03-03T00:00:00.000Z","39","OH","Ohio",,"CLOSED","(614) 533-3000",,,"GENERAL ACUTE CARE","2015-05-22T00:00:00.000Z","IMAGERY/OTHER","https://www.ohiohealth.com/locations/medical-campus/westerville-medical-campus/","43082",
"Stark, Ohio, US",,"2051 Wales Avenue Nw",,"8","Massillon","USA","Stark","39151","N","0029944646","40.822193343","-81.50451061","622110","General Medical And Surgical Hospitals","Ohio","6071","Non-Profit","8","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1443","OPEN","(330) 497-3966",,,"GENERAL ACUTE CARE","2016-09-21T00:00:00.000Z","IMAGERY/OTHER","https://aultman.org","44646",
"Franklin, Ohio, US",,"1087 Dennison Avenue, 4Th Floor",,"74","Columbus","USA","Franklin","39049","N","0124543201","39.9839275910001","-83.008889472","622310","Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","Ohio","4289","Proprietary","74","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1511","OPEN","(614) 484-9600",,,"REHABILITATION","2015-03-10T00:00:00.000Z","IMAGERY/OTHER","http://www.ohiohealth-rehab.com/","43201",
"Sandusky, Ohio, US",,"2390 Enterprise Drive",,,"Fremont","USA","Sandusky","39143","Y","0006943420","41.3797405550001","-83.1158806559999","622110","General Medical And Surgical Hospitals","Ohio","7025","Non-Profit",,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2012-07-23T00:00:00.000Z","39","OH","Ohio","360356","CLOSED","(419) 461-1057",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.physicianschoicehospital.com","43420",
"Hancock, Ohio, US",,"1900 South Main Street",,"176","Findlay","USA","Hancock","39063","Y","0004845840","41.0176526660001","-83.651364192","622110","General Medical And Surgical Hospitals","Ohio","6492","Non-Profit","176","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1194","OPEN","(419) 423-4500","LEVEL III",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.bvhealthsystem.org/","45840",
"Henry, Ohio, US",,"1600 East Riverview Avenue",,"31","Napoleon","USA","Henry","39069","Y","0003943545","41.4113354740001","-84.087346031","622110","General Medical And Surgical Hospitals","Ohio","6493","Non-Profit","31","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1198","OPEN","(419) 592-4015",,,"CRITICAL ACCESS","2014-02-10T00:00:00.000Z","IMAGERY","http://www.henrycountyhospital.org","43545",
"Summit, Ohio, US",,"200 East Market Street",,"60","Akron","USA","Summit","39153","N","0126044308","41.082915889","-81.5117741019999","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Ohio","6094","Proprietary","60","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1476","OPEN","(330) 761-7500",,,"LONG TERM CARE","2015-03-11T00:00:00.000Z","IMAGERY/OTHER","http://akron.selectspecialtyhospitals.com/","44308",
"Franklin, Ohio, US",,"410 West 10Th Avenue",,"1106","Columbus","USA","Franklin","39049","Y","0010743210","39.994260862","-83.01856537","622110","General Medical And Surgical Hospitals","Ohio","6947","Government - State","1106","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1171","OPEN","(614) 293-9700","LEVEL I",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.medicalcenter.osu.edu","43210",
"Ashtabula, Ohio, US",,"2863 State Route 45",,"114","Rock Creek","USA","Ashtabula","39007","N","0008144084","41.672648145","-80.859290352","622210","Hospitals, Substance Abuse","Ohio","4287","Non-Profit","114","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1812","OPEN","(440) 563-3400",,,"PSYCHIATRIC","2014-02-10T00:00:00.000Z","IMAGERY","http://www.glenbeigh.com","44084",
"Summit, Ohio, US",,"1900 23Rd Street",,"272","Cuyahoga Falls","USA","Summit","39153","N","0004744223","41.1329909660001","-81.511095847","622110","General Medical And Surgical Hospitals","Ohio","7042","Proprietary","272","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1280","OPEN","(330) 971-7000",,,"GENERAL ACUTE CARE","2014-01-31T00:00:00.000Z","IMAGERY","http://www.westernreservehospital.org","44223",
"Williams, Ohio, US",,"909 East Snyder Avenue",,"25","Montpelier","USA","Williams","39171","Y","0122343543","41.590133522","-84.5953124709999","622110","General Medical And Surgical Hospitals","Ohio","2445","Non-Profit","25","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1294","OPEN","(419) 636-1131",,,"CRITICAL ACCESS","2015-03-10T00:00:00.000Z","IMAGERY/OTHER","https://www.chwchospital.org/montpelier-hospital/","43543",
"Tuscarawas, Ohio, US",,"819 North First Street",,"25","Dennison","USA","Tuscarawas","39157","Y","0015844621","40.4016215940001","-81.336686132","622110","General Medical And Surgical Hospitals","Ohio","7045","Non-Profit","25","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1284","OPEN","(740) 922-2800",,,"CRITICAL ACCESS","2014-03-12T00:00:00.000Z","IMAGERY","http://www.trinitytwincity.org","44621",
"Mahoning, Ohio, US",,"615 Churchill-Hubbard Rd",,"46","Youngstown","USA","Mahoning","39099","N","0121944505","41.161310212","-80.6556439129999","622210","Psychiatric And Substance Abuse Hospitals","Ohio","6122","Proprietary","46","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1545","OPEN","(330) 759-2700",,,"PSYCHIATRIC","2015-03-10T00:00:00.000Z","IMAGERY/OTHER","http://www.belmontpines.com/","44505",
"Pike, Ohio, US",,"100 Dawn Lane","ADENA PIKE MEDICAL CENTER","25","Waverly","USA","Pike","39131","Y","0000145690","39.116334582","-83.004186504","622110","General Medical And Surgical Hospitals","Ohio","2419","Non-Profit","25","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1299","OPEN","(740) 947-2186",,,"CRITICAL ACCESS","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.pikecommunityhospital.org","45690",
"Summit, Ohio, US",,"29 North Adams Street",,"60","Akron","USA","Summit","39153","N","0129144304","41.078176985","-81.498049269","622310","Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","Ohio","6110","Proprietary","60","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1503","OPEN","(330) 572-7300",,,"REHABILITATION","2015-03-12T00:00:00.000Z","IMAGERY/OTHER","http://www.summahealth.org/locations/hospitals/summarehabhospital","44304",
"Mahoning, Ohio, US",,"6505 Market St",,"43","Boardman","USA","Mahoning","39099","Y","0000000097","41.032554836","-80.660481042","622310","Children's Hospitals, Specialty (Except Psychiatric, Substance Abuse)","Ohio","6348","Non-Profit","43","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1488","OPEN","(330) 543-8290",,,"CHILDREN","2015-05-22T00:00:00.000Z","IMAGERY/OTHER","https://www.akronchildrens.org/cms/fad_locations/beeghly_campus/","44512",
"Hamilton, Ohio, US",,"10500 Montgomery Road",,"524","Cincinnati","USA","Hamilton","39061","Y","0001145242","39.251979953","-84.341784686","622110","General Medical And Surgical Hospitals","Ohio","6724","Non-Profit","524","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1024","OPEN","(513) 865-1111","LEVEL III",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.trihealth.com/hospitals-and-practices/bethesda-north-hospital/","45242",
"Cuyahoga, Ohio, US",,"18101 Lorain Avenue",,"516","Cleveland","USA","Cuyahoga","39035","Y","0004444111","41.4505420770001","-81.8234252789999","622110","General Medical And Surgical Hospitals","Ohio","6969","Non-Profit","516","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1145","OPEN","(216) 476-4811","LEVEL II",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.fairviewhospital.org","44111",
"Franklin, Ohio, US",,"7625 Hospital Drive",,"72","Dublin","USA","Franklin","39049","N","0126843016","40.1038159390001","-83.170971659","622210","Psychiatric And Substance Abuse Hospitals","Ohio","1331","Proprietary","72","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1507","OPEN","(614) 717-1800",,,"PSYCHIATRIC","2015-03-11T00:00:00.000Z","IMAGERY/OTHER","http://www.dublinsprings.com/","43016",
"Franklin, Ohio, US",,"420 N James Rd",,,"Columbus","USA","Franklin","39049","N","0011443219","39.980824698","-82.9095849409999","622110","General Medical And Surgical Hospitals","Ohio","5379","Government - Federal",,"https://www.va.gov/directory/guide/allstate.asp","2018-09-26T00:00:00.000Z","39","OH","Ohio",,"OPEN","(614) 257-5200",,,"MILITARY","2015-05-22T00:00:00.000Z","IMAGERY/OTHER","http://www.columbus.va.gov/","43219",
"Scioto, Ohio, US",,"1901 Argonne Road",,"10","Portsmouth","USA","Scioto","39145","N","0123745662","38.74825796","-82.992629178","622110","General Medical And Surgical Hospitals","Ohio","4451","Non-Profit","10","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1508","OPEN","(740) 991-0081",,,"GENERAL ACUTE CARE","2015-03-10T00:00:00.000Z","IMAGERY/OTHER","http://www.kdmcohio.com/","45662",
"Delaware, Ohio, US",,"561 West Central Avenue",,"152","Delaware","USA","Delaware","39041","Y","0012743015","40.305514024","-83.089252856","622110","General Medical And Surgical Hospitals","Ohio","1326","Non-Profit","152","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1163","OPEN","(740) 615-1000",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","https://www.ohiohealth.com/grady","43015",
"Williams, Ohio, US",,"433 West High Street",,"98","Bryan","USA","Williams","39171","Y","0011143506","41.474096909","-84.5566941559999","622110","General Medical And Surgical Hospitals","Ohio","5205","Non-Profit","98","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1293","OPEN","(419) 636-1131",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.chwchospital.com","43506",
"Darke, Ohio, US",,"835 Sweitzer Street",,"104","Greenville","USA","Darke","39037","N","0016045331","40.089291772","-84.634741097","622110","General Medical And Surgical Hospitals","Ohio","1322","Non-Profit","104","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1159","OPEN","(937) 548-1141",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.waynehealthcare.org","45331",
"Cuyahoga, Ohio, US",,"7007 Powers Boulevard",,"348","Parma","USA","Cuyahoga","39035","Y","0014344129","41.3821198360001","-81.731394677","622110","General Medical And Surgical Hospitals","Ohio","1321","Non-Profit","348","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1007","OPEN","(440) 743-4900",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY/OTHER","www.parmahospital.org","44129",
"Cuyahoga, Ohio, US",,"3999 Richmond Road",,"144","Beachwood","USA","Cuyahoga","39035","Y","0010144122","41.4521988720001","-81.4946935689999","622110","General Medical And Surgical Hospitals","Ohio","1320","Non-Profit","144","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1497","OPEN","(216) 593-5500",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.uhhospitals.org/ahuja/","44122",
"Hamilton, Ohio, US",,"5500 Verulam Avenue","BRIDGEWELL HOSPITAL OF CINCINNATI",,"Cincinnati","USA","Hamilton","39061","N","0122045213","39.173175836","-84.429995207","622210","Psychiatric And Substance Abuse Hospitals","Ohio","4447","Proprietary",,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1529","OPEN","(513) 531-6444",,,"PSYCHIATRIC","2018-03-19T00:00:00.000Z","IMAGERY/OTHER","http://www.blueridgevista.com/","45213",
"Medina, Ohio, US",,"1000 East Washington Street",,"171","Medina","USA","Medina","39103","Y","0000544256","41.138450875","-81.838292925","622110","General Medical And Surgical Hospitals","Ohio","6736","Non-Profit","171","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1236","OPEN","(330) 725-1000",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.medinahospital.org","44256",
"Montgomery, Ohio, US",,"405 Grand Avenue",,"289","Dayton","USA","Montgomery","39113","N","0010645405","39.770040754","-84.2022336219999","622110","General Medical And Surgical Hospitals","Ohio","6528","Non-Profit","289","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1017","OPEN","(937) 723-3200","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.ketteringhealth.org/grandview/","45405",
"Athens, Ohio, US",,"55 Hospital Drive",,"132","Athens","USA","Athens","39009","Y","0012545701","39.327952657","-82.1154339779999","622110","General Medical And Surgical Hospitals","Ohio","1288","Non-Profit","132","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1109","OPEN","(740) 592-9354",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","https://www.ohiohealth.com/obleness/","45701",
"Seneca, Ohio, US",,"401 North Broadway Street","ELMWOOD HEALTHCARE CENTER AT THE SPRINGS","176","Green Springs","USA","Seneca","39147","Y","0122744836","41.262632748","-83.053122769","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Ohio","5359","Proprietary","176","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1318","OPEN","(419) 639-2626",,,"LONG TERM CARE","2015-03-10T00:00:00.000Z","IMAGERY","http://www.homesofedenhc.com/eden-springs-health-care/","44836",
"Cuyahoga, Ohio, US",,"9500 Euclid Avenue",,"1268","Cleveland","USA","Cuyahoga","39035","Y","0017044195","41.5027509610001","-81.620792669","622110","General Medical And Surgical Hospitals","Ohio","1319","Non-Profit","1268","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1151","OPEN","(216) 444-2200",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.clevelandclinic.org","44195",
"Cuyahoga, Ohio, US",,"11900 Fairhill Road",,"68","Cleveland","USA","Cuyahoga","39035","N","0123444120","41.4899792640001","-81.5984828209999","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Ohio","4449","Proprietary","68","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1468","OPEN","(216) 231-2094",,,"LONG TERM CARE","2015-03-10T00:00:00.000Z","IMAGERY/OTHER","http://clevelandfairhill.selectspecialtyhospitals.com/","44120",
"Hamilton, Ohio, US",,"151 West Galbraith Road",,"60","Cincinnati","USA","Hamilton","39061","N","0123145216","39.2127586710001","-84.4802325639999","622310","Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","Ohio","4450","Proprietary","60","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1502","OPEN","(513) 418-5655",,,"REHABILITATION","2015-03-10T00:00:00.000Z","IMAGERY/OTHER","http://www.healthsouthdrake.com/","45216",
"Cuyahoga, Ohio, US",,"11100 Euclid Avenue",,"1032","Cleveland","USA","Cuyahoga","39035","Y","0001744106","41.506142051","-81.605095434","622110","General Medical And Surgical Hospitals","Ohio","1318","Non-Profit","1032","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1142","OPEN","(216) 844-1000","LEVEL I",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.uhhospitals.org/cleveland","44106",
